"Key","SourceString","Comment"
"background_leader_description","Este trasfondo otorga +3 de Diplomacia y puede desbloquear opciones de diálogo únicas.","Effect of choosing this background; please refer to attribute_diplomacy"
"background_wanderer","Nómada","A narrative background. The player character used to wander the wasteland."
"background_wanderer_description","Este trasfondo otorga +3 de Conocimiento y puede desbloquear opciones de diálogo únicas.","Effect of choosing this background; please refer to attribute_knowledge."
"background_slave","Esclavo","A narrative background. The player character used to be a slave to a warlord."
"background_slave_description","Este trasfondo otorga +3 de Pericia y puede desbloquear opciones de diálogo únicas.","Effect of choosing this background; please refer to attribute_finesse."
"belief_ambition","Ambición","A priority the player can choose, for flavour only. ""Humanity can rise above the Voices if we learn their secrets."""
"belief_continuity","Continuidad","A priority the player can choose, for flavour only. ""I believe in small things. Bread rising, seasons turning, children growing."""
"belief_freedom","Libertad","A priority the player can choose, for flavour only. ""We’re better off without the Voices. Humans can adapt to anything."""
"belief_compassion","Compasión","A priority the player can choose, for flavour only. ""Every small kindness is an act of defiance in a world without pity."""
"belief_nothing","Nada","A priority the player can choose, for flavour only. ""Nothing matters any more. There’s peace in accepting that."""
"belief_description","Establece tu marca de fabricante inicial. Esto se puede cambiar más tarde.","A hint telling the player that this choice will set a starting engraving representing the player's forge."
"gift_artisanstoolkit_description","Para un estilo de juego creativo. Otorga un lote de cueros y pigmentos para una mayor libertad creativa desde el principio.","Effect of choosing the starting gift ""Artisan's bundle"", see Day_Start event"
"gift_familyheirloom_description","Para un estilo de juego centrado en la historia. Otorga una reliquia familiar única, transmitida a través de las generaciones de tu linaje.","Effect of choosing the starting gift ""Family heirloom"", see Day_Start event and Items,familyheirloom_description"
"gift_bottleofspirit_description","Para un estilo de juego centrado en la optimización. Otorga una botella de licor preciado para acelerar tu progreso.","Effect of choosing the starting gift ""Old World Spirit"", see Day_Start event and Items,oldworldspirit_description"
"gender_male_description","Se referirán a ti en masculino.","Effect of choosing male gender during game start."
"gender_female_description","Se referirán a ti en femenino.","Effect of choosing female gender during game start."
"gender_neutral_description","Se referirán a ti en género neutral. En ocasiones, se podrá utilizar el masculino genérico.","Effect of choosing neutral gender during game start."
"gameplayrating_impact_title","Impacto","A rating of how hard a sword hits."
"gameplayrating_impact_description","Potencia de impacto.

Una espada golpea con más fuerza cuando es pesada y tiene mucha masa cerca de la punta.",""
"gameplayrating_hitspeed_title","Velocidad","A rating of how fast a sword can be swung/redirected."
"gameplayrating_hitspeed_description","Velocidad de manejo.

La velocidad de una espada es mayor cuando es ligera y tiene poca masa cerca de la punta. Un mango más largo mejora aún más este atributo.",""
"gameplayrating_agility_title","Movilidad","A rating of how easily a sword's hilt can be repositioned to defend or change stance."
"gameplayrating_agility_description","Maniobrabilidad de la empuñadura.

Una espada es más móvil cuando es ligera y tiene poco peso en la zona de la empuñadura.",""
"gameplayrating_sharpness_title","Filo","A rating of how well a sword's cross-section of the sword can cut through a target."
"gameplayrating_sharpness_description","Capacidad de corte.

El ángulo de filo pronunciado de una hoja ancha y delgada proporciona el mejor rendimiento. Se prefiere una sección transversal lisa; un nervio central marcado puede dificultar el corte.",""
"gameplayrating_stiffness_title","Rigidez","A rating of how stiff a blade is, i.e. with how much force you can thrust before the blade starts to bend."
"gameplayrating_stiffness_description","Fuerza de penetración.

Este atributo mejora al aumentar el grosor de la hoja, a costa de un mayor peso. Experimenta con el ahusamiento distal, secciones transversales cóncavas y acanaladuras para mantener el peso bajo.",""
"gameplayrating_point_title","Punta","A rating of how acute a sword's tip/point is."
"gameplayrating_point_description","Capacidad de perforación.

Una punta aguda y gradual es la forma ideal para este atributo. Esto podría restar Potencia de impacto a la espada; experimenta con la anchura, el grosor y el ahusamiento de la hoja para hallar el equilibrio adecuado.",""
"celebration_levelup_supertitle","Has alcanzado","1st line of a two-line celebration message displayed upon level-up. The 2nd line shows ""Level 5"". If a literal translation is not possible, feel free to adjust this to something like ""Level up!"" or ""Level reached!"""
"notification_youreceived","Has recibido:","Headline displayed in in-game notifications when the player receives currency, experience points or items."
"notification_treasurehunter","Chlodo encontró:","Headline displayed in in-game notifications when the dog Chlodo brings and item to the player"
"notification_youlost","Has perdido:","Headline displayed in in-game notifications when the player loses currency or items."
"notification_journal","Entrada del diario:","Headline displayed in in-game notifications when a new entry has been added to the quest journal/diary."
"notification_buff","Ahora estás:","Headline displayed in in-game notifications when a buff/debuff is added. Buffs can be positive or negative for the player, so please keep it neutral. All buffs are adjectives, so this will read something like: ""You are now: Inspired"""
"notification_reputationgained","Reputación ganada:","Headline displayed in in-game notifications when the player receives reputation with an in-game faction."
"notification_reputationlost","Reputación perdida:","Headline displayed in in-game notifications when the player loses reputation with an in-game faction."
"notification_currency","{0} Thalers","Notification displayed to the player when currency (in-game name: Thalers) is received. {0}=Amount."
"notification_xp","{0} EXP","Notification displayed to the player when experience points are received. {0}=Amount."
"notification_item","{0}× {1}","Notification displayed to the player when an item is received. {0}=Count, {1}=Item display name."
"systemmessage_factionreputation","Reputación con facción: {0} {1}","Message displayed to the player when faction reputation is gained or lost. The name of the faction is inserted for {0}. The amount (always with sign, e.g. +300, -200) is inserted for {1}."
"systemmessage_locationunlocked","Se ha marcado una nueva localización en tu mapa: {0}","Message displayed to the player when a new location is encountered."
"systemmessage_locationknown","Ya conoces esta localización.","Message displayed to the player when a new location would have been encountered, but is already known."
"systemmessage_vendorunlocked","Un nuevo comerciante está disponible en tu forja.: {0}","Message displayed to the player when a new vendor is encountered."
"systemmessage_vendorknown","Ya conoces a este comerciante.","Message displayed to the player when a new vendor would have been encountered, but is already known."
"systemmessage_factionrankfail","Requiere mayor rango de facción: {0}","Displayed when the player cannot proceed in dialogue because their reputation with a faction is too low. The faction's name is inserted for {0}."
"systemmessage_factionrankpass","Requisito de rango de facción cumplido: {0}","Displayed when the player was able to proceed in dialogue because of their faction rank. The faction's name is inserted for {0}."
"campaignmode_visitvendors","Visitar comerciantes","Caption on a button to open a vendor visit menu."
"campaignmode_gameover","Fin de la partida","Headline on the game over screen. Usually displayed when the player character has died."
"campaignmode_gameover_loadhint","Presiona cualquier tecla para cargar la última partida.","Message for the player in the game-over screen to load the last save-game."
"game_tutorial_title","Tutorial","Headline in tutorial windows."
"game_tutorial_entry","Tutorial {0} de {1}","When cycling through past tutorial messages, this will display the current number {0} of the total number {1} of encountered tutorial entries."
"swordtrait_handedness_onehanded","Una mano","A trait of a sword: The grip section is good for one-handed wielding."
"swordtrait_handedness_onehanded_tooltip","Elabora una empuñadura corta para uso a una mano.",""
"swordtrait_handedness_handandahalf","Mano y media.","A trait of a sword: The grip section is good for mixed one- and two-handed wielding."
"swordtrait_handedness_handandahalf_tooltip","Elabora una empuñadura de longitud media para uso tanto a una mano como a dos manos. Utiliza una pieza de agarre más larga o dos más cortas para lograrlo.",""
"swordtrait_handedness_twohanded","Dos manos","A trait of a sword: The grip section is good for two-handed wielding."
"swordtrait_handedness_twohanded_tooltip","Forja una empuñadura larga para uso a dos manos. Conecta dos piezas de agarre para lograrlo.",""
"swordtrait_curvature_straight","Hoja recta","A trait of a sword: The blade is straight."
"swordtrait_curvature_straight_tooltip","Forja una hoja que sea perfectamente recta.",""
"swordtrait_curvature_slightlycurved","Hoja ligeramente curvada","A trait of a sword: The blade is slightly curved."
"swordtrait_curvature_slightlycurved_tooltip","Forja una hoja con una curvatura leve.",""
"swordtrait_curvature_stronglycurved","Hoja muy curvada","A trait of a sword: The blade is strongly curved."
"swordtrait_curvature_stronglycurved_tooltip","Forja una hoja con una curvatura pronunciada.",""
"swordtrait_colourfulhilt","Empuñadura colorida","A trait of a sword: The blade uses various different colours."
"playtest_welcome_title","Welcome to the
BLADESONG DEMO","Welcome Message when launching the game. Headline."
"playtest_welcome_text","<b>NEW GAME</> starts Bladesong’s Story Mode with a tutorial and a preview of gameplay, progression and narrative.

<b>CREATIVE MODE</> allows for pure expressive swordmaking without gameplay restrictions.","Welcome Message when launching the game."
"game_analytics_note","We are gathering anonymous player statistics to help us improve the game.","Welcome Message when launching the game. Disclaimer."
"game_analytics_button_decline","No analytics","Button caption, the player declines analytics"
"playtest_end_title","Thank you for playing the Bladesong Demo!","Displayed when the player has played through the available story."
"bladesong_releaseinfo","Bladesong launches into Early Access in 2025!",""
"localization_disclaimer","A small amount of text in this version will be displayed in English as it is not yet translated. The release version of the game will be fully translated.","Disclaimer displayed at the start of the game"
"campaignmode_section_swordphysics","Físicas","Section title for sword physical properties like blade length, weight and balance"
"campaignmode_section_swordratings","Valoraciones","Section title for sword ratings like stiffness, speed or impact"
"campaignmode_section_swordstyle","Estilo","Section title for sword style, listing materials, colours/pigments and used books"
"campaignmode_section_swordtraits","Rasgos","Section title for sword traits, like one-/two-handed, straight/curved, or Colourful Hilt"
"campaignmode_section_bladeabilities","Habilidades de la hoja","Section title for abilities used to edit the blade"
"campaignmode_section_swordpartlibrary","Librería","Section title for the library of sword parts and materials"
"campaignmode_caption_resource","Recursos","Caption in a table of resources used during swordmaking. Denotes the name of the resources."
"campaignmode_caption_resource_spent","Gastado","Caption in a table of resources used during swordmaking. Denotes how many of a resource was spend on the current sword."
"campaignmode_caption_resource_owned","Tienes","Caption in a table of resources used during swordmaking. Denotes how many of a resource the player still owns."
"campaignmode_caption_resource_used","Usado","Caption in a table of resources used during swordmaking. Denotes how many of a resource was spend on the current sword."
"campaignmode_caption_resource_remaining","Restante","Caption in a table of resources used during swordmaking. Denotes how many of a resource the player still owns."
"campaignmode_caption_resource_tooltip","{0}: gastado {1} de {2} disponible","Tooltip displayed to the player when they hover a resource display. Tells them how much of a resource (name inserted for {0}) they have spent (amount inserted for {1}), and how much they have available in total (inserted for {2})"
"campaignmode_unlocked_headline","Desbloqueado:","Headline displayed during level ups, above a list of unlocked new abilities or boons"
"campaignmode_unlocked_bladetapering","Ahusamiento de la hoja","A new gameplay feature unlocked with level ups"
"campaignmode_unlocked_extracontrols","Controles avanzados de propiedades de la hoja","A new gameplay feature unlocked with level ups"
"campaignmode_unlocked_swordpartscaling","Tamaño de componentes","A new gameplay feature unlocked with level ups"
"campaignmode_unlocked_swordpartbending","Conformado de piezas","A new gameplay feature unlocked with level ups"
"campaignmode_unlocked_engravings","Grabados","A new gameplay feature unlocked with level ups"
"campaignmode_unlocked_goldsmithing","Orfebrería.","A new gameplay feature unlocked with level ups"
"campaignmode_unlocked_asymmetry","Hojas asimétricas","A new gameplay feature unlocked with level ups"
"campaignmode_unlocked_fullers","Canaladuras","A new gameplay feature unlocked with level ups. A fuller is a central groove in the blade of the sword."
"campaignmode_unlocked_sidefullers","Canaladuras Laterales","A new gameplay feature unlocked with level ups. Side fullers are non-central, often symmetrical grooves in the blade of the sword."
"campaignmode_unlocked_curvedblades","Hojas curvas","A new gameplay feature unlocked with level ups"
"campaignmode_unlocked_bladepolishing","Pulido de hoja","A new gameplay feature unlocked with level ups"
"campaignmode_unlocked_plusactionpoints","+{Add} Puntos de Acción <AP/>","A gameplay improvement (more Action Points) unlocked with level ups. Amount is inserted for {Add}"
"item_interaction_salvage","Desguazar","An item interaction displayed next to the keybinding. This destroys/dismantles and item and yields resources in exchange."
"item_interaction_consume","Consumir","An item interaction displayed next to the keybinding. This consumes an item for (usually) positive effects."
"item_interaction_open","Abrir","An item interaction displayed next to the keybinding. This opens a container like a box or a pouch to retrieve what's inside."
"generic_controls_hold","{0} (mantener)","Generic string to use for button/key hold interactions, e.g. ""[F] (hold): Interact"""
"crosssection_friction_low","Buen corte.","Colour code on the cross-section analysis display: a green line means that this edge is good for cutting, because it has low friction."
"crosssection_friction_high","Ángulo demasiado agudo.","Colour code on the cross-section analysis display: a red line means that this edge is too steep and thus not good for cutting, because a lot of energy is lost to friction."
"creativemode_togglecontrols","Alternar controles de la hoja","Tooltip on button in creative mode to switch between hammer controls and slider controls, see key settingsmenu_bladecontrols_title"
"game_restartcomission","Reiniciar encargo","Button Caption in Story Mode to reset a commission."
"game_restartcomission_confirmation","Reiniciar este encargo restablecerá tu espada. Se te devolverán los recursos utilizados.","Confirmation displayed to the player when they reset a commission, i.e. refund their resources and start with a fresh sword"
"swordtrait_sharpness_razorsharp","Afilado extremo.","A trait of a sword: The Edge is razor-sharp"
"swordtrait_sharpness_razorsharp_tooltip","Afila los filos con un ángulo muy agudo. Estos filos se embotarán o mellarán con facilidad, pero estarán afilados como una navaja.",""
"swordtrait_sharpness_sturdy","Filo robusto.","A trait of a sword: The Edge is sturdy"
"swordtrait_sharpness_sturdy_tooltip","Afila los filos con un ángulo medio. No estarán afilados como una navaja, pero aguantarán sin embotarse fácilmente.",""
"swordtrait_sharpness_blunt","Filo romo","A trait of a sword: The Edge is blunt"
"swordtrait_sharpness_blunt_tooltip","Mantén los filos romos; esta espada no está diseñada para el corte.",""
"swordtrait_point_broad","Punta ancha","A trait of a sword: The sword needs a broad point, somewhat obtuse or rounded in shape"
"swordtrait_point_broad_tooltip","Forja una punta bastante ancha o redondeada. La estocada no es el propósito principal de esta espada.",""
"swordtrait_point_medium","Punta regular","A trait of a sword: The sword needs a regular point, balanced between broad and narrow"
"swordtrait_point_medium_tooltip","Forja una punta bien equilibrada: ni muy estrecha, ni muy ancha.",""
"swordtrait_point_narrow","Punta estrecha","A trait of a sword: The sword needs a narrow point, very acute in shape"
"swordtrait_point_narrow_tooltip","Forja una punta estrecha y aguda, ideal para estocadas.",""
"swordtrait_point_blunt","Punta roma","A trait of a sword: The sword needs a blunt point, e.g. fit for non-lethal combat."
"swordtrait_point_blunt_tooltip","Mantén la punta roma; esta espada no está diseñada para dar estocadas.",""
"swordtrait_peens","{0} remaches","A trait of a sword: The sword needs a given amount of parts"
"swordtrait_peens_tooltip","Usa al menos la cantidad indicada de remaches en tu espada.",""
"swordtrait_peens_unique","{0} remaches únicos","A trait of a sword: The sword needs a given amount of unique parts"
"swordtrait_peens_unique_tooltip","Usa al menos la cantidad indicada de remaches únicos en tu espada.",""
"swordtrait_risers","{0} resaltes","A trait of a sword: The sword needs a given amount of parts"
"swordtrait_risers_tooltip","Usa al menos la cantidad indicada de resaltes en tu espada.",""
"swordtrait_ferrules","{0} virolas","A trait of a sword: The sword needs a given amount of parts"
"swordtrait_ferrules_tooltip","Usa al menos la cantidad indicada de virolas en tu espada.",""
"swordtrait_engravings","{0} grabados","A trait of a sword: The sword needs a given amount of parts"
"swordtrait_engravings_tooltip","Usa al menos la cantidad indicada de grabados en tu espada.",""
"swordtrait_engravings_unique","{0} grabados únicos","A trait of a sword: The sword needs a given amount of unique parts"
"swordtrait_engravings_unique_tooltip","Usa al menos la cantidad indicada de grabados únicos en tu espada.",""
"swordtrait_polish_low","Pulido tosco","A trait of a sword"
"swordtrait_polish_low_tooltip","Mantén un acabado tosco en la hoja.",""
"swordtrait_polish_medium","Pulido mate","A trait of a sword"
"swordtrait_polish_medium_tooltip","Pule ligeramente la hoja para darle un acabado mate.",""
"swordtrait_polish_high","Pulido espejo","A trait of a sword"
"swordtrait_polish_high_tooltip","Pule la hoja para que refleje como un espejo.",""
"swordtrait_special_mysterioussigil","Usa el símbolo misterioso","A special sword trait, asking the player to use a specific engraving (the mysterious sigil)."
"swordtrait_special_mysterioussigil_tooltip","Graba el símbolo misterioso en cualquier parte de tu espada.","A special sword trait, asking the player to use a specific engraving (the mysterious sigil)."
"swordtrait_special_blackstone","Usa la piedra negra","A special sword trait, asking the player to use a specific part (the black stone, also known as the Eye of Nadredd)."
"swordtrait_special_blackstone_tooltip","Coloca el Ojo de Nadredd en cualquier parte de tu espada","A special sword trait, asking the player to use a specific part (the black stone, also known as the Eye of Nadredd)."
"forging_abilityhistory_empty_hint","Añade una habilidad para comenzar a moldear la hoja.","Placeholder text in applied abilities box when no abilities are added yet."
"skills_ability_swordsmithingbasics","Fundamentos de la forja de espadas","Skill title"
"skills_advancedswordsmithing","Forja avanzada de espadas","Skill title"
"skills_organisedmind","Mente organizada","Skill title"
"skills_curvedblade_mastery","Maestría en hojas curvas","Skill title"
"skills_straightblade_mastery","Maestría en hojas rectas","Skill title"
"skills_doubleedged_mastery","Maestría con espadas de doble filo","Skill title"
"skills_singleedged_mastery","Maestría con espadas de un solo filo","Skill title"
"skills_lightsword_mastery","Maestría con espadas ligeras","Skill title"
"skills_heavysword_mastery","Maestría con espadas pesadas","Skill title"
"skills_engraving","Grabador","Skill title"
"skills_engravingmaterials","Grabar materiales","Skill title"
"skills_engravingmaterials_unlock","Te permite aplicar materiales a los grabados",""
"skills_engraving_mastery","Maestría en grabados","Skill title"
"skills_cheaperresources","Acaparador","Skill title. Decreases the price of resources at vendors. ""Hoarder"" is a person who hoards a lot of something, in this case, resources."
"skills_cheaperresources_unlock","Los comerciantes ofrecen un {Mul}% de descuento en recursos.",""
"skills_betterbonusitems","Símbolo de confianza","Skill title. Customers give you more rewards, because they trust you and honour your work."
"skills_betterbonusitems_unlock","A veces los clientes otorgan mejores recompensas por encargo.",""
"skills_bettersellingprice","{Gender}|gender(Vendedor Habilidoso,Vendedora Habilidosa,Vendedor Habilidoso)","Skill title. Better prices when selling goods to vendors."
"skills_bettersellingprice_unlock","Los comerciantes pagan un {Mul}% más por cualquier cosa que vendas",""
"skills_reducedupkeep","Contabilidad","Skill title. Reduces daily upkeep through clever bookkeeping."
"skills_cheaperbooks","Ratón de biblioteca","Skill title. A bookworm is an avid reader; reduces the price of books at vendors."
"skills_cheaperbooks_unlock","Los comerciantes ofrecen un {Mul}% de descuento en libros.",""
"skills_material_mastery","Maestría Material",""
"skills_advancedbladeshaping","Forjado avanzado de la hoja",""
"skills_flamboyance_unlock","Desbloquea la habilidad: Ondulación",""
"skills_narrowgrind_unlock","Desbloquea la habilidad: Estrechar (afilado)",""
"skills_sidefullers","Habilidad: Canaladuras Laterales",""
"skills_advancedpolishing","Habilidad: Pulido avanzado",""
"skills_advancedpolishing_unlock","Desbloquea variantes avanzadas de pulido.","Text inside the sanding skill window in management mode skill tree, showing the player the exact ability that will be unlocked by learning this skill."
"forging_hint_notenoughresources_icon","No hay suficiente {0}","Warning displayed when the player doesn't have enough of a specific resource for an action. The icon of the resource will be inserted for {0}."
"forging_button_addability","Añade una habilidad para dar forma a la hoja.",""
"forging_button_togglehammerdirection","Cambia la dirección de tu martillado. Úsalo para deshacer cambios.","Tooltip on a button to toggle hammering direction. E.g., if the player previous broadened a sword with each hammer stroke, they will after clicking the button narrow it with each hamme stroke."
"forging_button_deleteability","Eliminar la habilidad de hoja seleccionada.","Tooltip on a button"
"forging_button_bladeside","Alterna si una habilidad afecta ambos lados de la hoja, o solo el izquierdo/derecho.","Tooltip of the symmetry button, where players can change the side of the blade they are working on."
"skills_scaling_title","Escalado de partes de la espada","Skill title. Allows making sword parts bigger or smaller."
"skills_scaling_unlock","Permite escalar las partes de la espada.",""
"skills_treasurehunter","Cazatesoros",""
"skills_treasurehunter_unlock","Tu cazador de tesoros tiene más probabilidades de volver con hallazgos más valiosos.","The dog Chlodo brings home treasure once in a while. This skill increases both frequency and value of this treasure."
"skills_focusfunctional","Maestría práctica",""
"skills_focusfunctional_unlock","Los encargos centrados en la funcionalidad pagan un {Mul}% más.",""
"skills_focusdecorative","Maestría estética",""
"skills_focusdecorative_unlock","Los encargos centrados en la estética pagan un {Mul}% más.",""
"skills_unlock_engraving","Desbloquea el grabado de la hoja y las partes de la espada.",""
"skills_unlock_increaseattribute_toughness","Aumenta tu Entereza en {Add}.","Skill effect, increasing the player's attribute. Please refer to attribute_toughness"
"skills_unlock_increaseattribute_diplomacy","Aumenta tu Diplomacia en {Add}.","Skill effect, increasing the player's attribute. Please refer to attribute_diplomacy"
"skills_unlock_increaseattribute_knowledge","Aumenta tu Conocimiento en {Add}.","Skill effect, increasing the player's attribute. Please refer to attribute_knowledge"
"skills_unlock_increaseattribute_finesse","Aumenta tu Pericia en {Add}.","Skill effect, increasing the player's attribute. Please refer to attribute_finesse"
"skills_unlock_increaseattribute_generic","Aumenta tu {Stat} en {Add}.","Skill effect, increasing a player's stat. A name or icon might be inserted for {Stat}. If the target language is gendered, please work around the unknown gender of {Stat}."
"demo_cta_wishlistnow","Demo – Wishlist Now!","Denoting the current version being played (demo version), and asking the player to wishlist"
"demo_cta_buynow","Demo – Buy Now!","Denoting the current version being played (demo version), and asking the player to buy now"
"cta_button_wishlist","Add to Wishlist","Button for the player to open the Steam page and add Bladesong to their wishlist"
"cta_button_buy","Buy Bladesong","Button for the player to open the Steam page and buy Bladesong"
"demo_limitation_generic","Available in the full game.","Tooltip or similar hint shown on things disabled in the demo version, available in the full game."
"demo_limitation_3dprinting","STL export for 3D printing is available in the full version of Bladesong.","Displayed in the Bladesong Demo. Exporting your swords for 3D printing is only available in the paid version. The STL file format is a common format used in 3D printing."
"demo_limitation_viewonly","In the demo version, this sword may only be viewed. Edit swords without limits in the full game.","Displayed in the Bladesong Demo. Exporting your swords for 3D printing is only available in the paid version. The STL file format is a common format used in 3D printing."
"demo_limitation_viewonly_viewbutton","View the sword","A button displayed alongside the demo_limitation_viewonly hint. When clicked, the sword is displayed and the player can view it."
"demo_ads_thankyou","Thank you for trying out Bladesong!","Message displayed on a screen asking the player to buy the full game"
"demo_ads_demoendsfornow","The demo ends here ... for now.","Message displayed on a screen asking the player to buy the full game"
"demo_ads_demoends","The demo ends here.","Message displayed on a screen asking the player to buy the full game"
"demo_usp_erenkeepforge","Entrar a la Fortaleza de Eren para reclamar tu forja","Selling point displayed on a screen asking the player to buy the full game"
"demo_usp_unlockpartsandmaterials","Unlock a wealth of sword parts and materials","Selling point displayed on a screen asking the player to buy the full game"
"demo_usp_crew","Find loyal companions and build your crew","Selling point displayed on a screen asking the player to buy the full game"
"demo_usp_factions","Uncover Eren Keep’s secrets and earn the trust of its various factions","Selling point displayed on a screen asking the player to buy the full game"
"demo_ads_moreswordmaking","More swordmaking awaits in the full game!","Message displayed on a screen asking the player to buy the full game"
"demo_usp_ultimateswordmaking","Craft legendary swords in the ultimate swordmaking game","Message displayed on a screen asking the player to buy the full game"
"demo_usp_claimforge","Claim your forge in Eren Keep and hire loyal companions","Selling point displayed on a screen asking the player to buy the full game"
"demo_usp_limitlessswordmaking","Limitless swordmaking with all abilities, sword parts and materials","Selling point displayed on a screen asking the player to buy the full game"
"demo_usp_sharing","Share editable swords using Magic Words and export them for 3D printing","Selling point displayed on a screen asking the player to buy the full game"
"demo_limitation_section_editableswords","Editable Swords ({0}/{1})","Headline for a section of swords the player is allowed to edit in the demo, also displaying the current number of editable swords {0} and the maximum number of editable swords that can be created {1}."
"demo_limitation_section_viewonly","Demo version – view only","Headline for a section of swords that can only be viewed, not edited in the demo version of Bladesong."
"demo_limitation_unlimitedslots","Create unlimited swords in the full game.","Message displayed on a screen asking the player to buy the full game"
"discord","Discord","A button or link for the player to join the official Bladesong Discord server, see https://discord.com/ if you are unfamiliar"
"creativemode_discord_tooltip","Find more Magic Words on the official Bladesong Discord!","A hint telling the player where to find more Magic Words sharecodes"
"demo_ads_3dprinting","Create an unlimited amount of swords in the full game!","Message displayed on a screen asking the player to buy the full game"
"demo_usp_editmagicwords","Freely edit swords from Magic Words share codes","Message displayed on a screen asking the player to buy the full game"
"demo_usp_environments","More environments for beautiful screenshots and videos","Message displayed on a screen asking the player to buy the full game"
"demo_usp_3dprinting","Export your swords for 3D printing","Message displayed on a screen asking the player to buy the full game"
"itemtype_all","Todo","Special item category for filtering: Show all items."
"itemtype_resource","Recursos","Item category displayed for resources like steel, wood, leather, gold..."
"itemtype_swordpartbook","Libros","Item category displayed for sword part books that teach the player new swords parts."
"itemtype_pigment","Pigmentos","Item category displayed for pigments that allow the player to dye leather."
"itemtype_consumable","Consumibles","Item category displayed for consumables like potions, food or edible herbs."
"itemtype_container","Contenedores","Item category displayed for containers that can be opened to reveal their contents (typically money or other items)."
"itemtype_salvageable","Chatarra","Item category displayed for things that can be salvaged to yield resources."
"itemtype_misc","Misc.","Item category displayed for miscellaneous items that can be salvaged for resources or sold."
"itemtype_questitem","Misión","Item category displayed for items relevant to an active quest."
"buff_hungover_name","Resacoso",""
"buff_hungover_description","Alguien bebió un poco de más. Reduce tus PA y tu Conocimiento.",""
"buff_wounded_name","Herido",""
"buff_wounded_description","Estás sufriendo, y tu productividad también. Reduce tus PA y tu Entereza.",""
"buff_exhausted_name","Cansado",""
"buff_exhausted_description","Tan… cansado… Reduce tus PA y tu Pericia.",""
"buff_wellfed_name","Bien alimentado",""
"buff_wellfed_description","Una comida abundante te ha preparado para el día. Aumenta tus PA y tu Entereza.",""
"buff_inspired_name","Inspirado",""
"buff_inspired_description","Estás lleno de energía y rebosante de ideas. Aumenta la XP ganada y tu Diplomacia.",""
"buff_disreputable_name","Deshonroso",""
"buff_disreputable_description","Se están difundiendo malos rumores. Reduce tus encargos diarios y tu Diplomacia.",""
"buff_haunted_name","Embrujado",""
"buff_haunted_description","La oscuridad se filtra en los bordes de tu visión. Reduce tus PA y todos tus atributos.",""
"faction_crows","Cuervos","Name of an in-game faction. The Crows are a loose bunch of mercenaries and scavengers who roam the wastelands and pick the loot off the dying world, or sell their sword to the highest bidder."
"faction_magisterium","Magisterio","Name of an in-game faction. The Magisterium is a highly organized group of scholars who have made it their mission to restore the world's body of knowledge after the game's cataclysmic events by gathering and copying every book they can."
"faction_houndsburgleague","Liga Houndsburg","Name of an in-game faction. The Houndsburg League are a powerful and ruthless trading organization. They offer protection to their members, and extortion to those who refuse to join their umbrella."
"game_questonholdmessage","Esta misión continuará en una futura actualización de acceso anticipado.",""
"game_questfinishedmessage","Esta misión ha concluido.",""
"game_cap_finishedmainquest","Has llegado al final de la misión principal de Bladesong. Tu aventura continuará en una futura actualización de acceso anticipado. Mientras tanto, siéntete libre de explorar misiones secundarias o probar el Modo Creativo.",""
"game_cap_maxlevel","Acabas de alcanzar el nivel {0}, que es el nivel máximo por el momento. Aún puedes acumular algo de EXP, pero no podrás avanzar al nivel {1}. Este límite se incrementará en una futura actualización de acceso anticipado.",""
"game_cap_maxfactionrank","Has alcanzado el rango máximo de la facción ({0} – rango {1}). Aún puedes ganar algo de reputación, pero no podrás avanzar al rango {2}. Este límite se incrementará en una futura actualización de acceso anticipado.",""
"commissiontype_focus","Enfoque: {0}","Displayed to the player to denote the focus of a commissions. A commission focus (functionl, aesthetics) is inserted for {0}."
"commissiontype_functional","Función",""
"commissiontype_decorative","Estético",""
"commissiontype_repair","Mantenimiento",""
"license_note","Antes de poder compartir o exportar tu creación, debes aceptar nuestros términos de uso específicos para el contenido generado.","Message displayed to the player upon first open of the share/export menu."
"license_confirm","Confirmo que he leído y acepto los términos anteriores.","Caption on checkbox to confirm terms of use."
"privacypolicy","Política de privacidad","Caption of a link to the game's privacy policy."
"assettermsofuse","Términos de uso","Caption of a link to the game's terms of use for exported assets."
"celebration_factionrank","¡Rango alcanzado!","Displayed to the player when a new faction rank is reached."
"celebration_swordpartbook","¡Nuevo libro de partes de espada!","Displayed to the player when a new sword part book is obtained."
"celebration_pigment","¡Nuevo pigmento!","Displayed to the player when a dye/pigment is obtained, unlocking a new in-game colour for e.g. leather."
"celebration_questcompleted","¡Misión completada!","Displayed to the player when a quest is completed."
"celebration_swordparts","¡Nuevas partes de espada desbloqueadas!","Displayed to the player when a new sword part book is obtained, describing its effect (i.e. giving the player access to new sword parts)."
"campaignmode_caption_resourcepanel","Recursos usados","Caption of a panel showing the resources currently in use on a sword."
